超高清4K,#genre#
粤语电影,https://epg.pw/stream/00bab23aa58ad5a652a57827f7595bbb8dede51a27b6e7a5acc433e84223eda0.ctv
大吉大利✔原,https://pull.kktv8.com/livekktv/128600025.flv
神乐剧场✔原,#EXTINF:-1 tvg-name="神乐剧院✔原" tvg-logo="https://live.fanmingming.com/tv/神乐剧院✔原.png" group-title="影视频道",神乐剧院✔原
小宇60帧✔原,http://maomao.kandiantv.cn/douyu1.php?id=323876
恐怖惊悚✔原,http://maomao.kandiantv.cn/douyu1.php?id=96577
電影劇場✔原,http://maomao.kandiantv.cn/douyu1.php?id=7575350
國語電影✔原,http://maomao.kandiantv.cn/douyu1.php?id=2436390
豆瓣高分✔原,http://maomao.kandiantv.cn/douyu1.php?id=8770422
花卷陪看✔原,http://maomao.kandiantv.cn/douyu1.php?id=52787
漫威剧情✔原,http://maomao.kandiantv.cn/douyu1.php?id=6140589
霍格沃茨✔原,http://maomao.kandiantv.cn/douyu1.php?id=8814650
鱼宝恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=1165374
鬼片恐怖✔原,http://maomao.kandiantv.cn/douyu1.php?id=2935323
吃奶滴虫✔原,http://maomao.kandiantv.cn/douyu1.php?id=263824
喜剧电影✔原,http://maomao.kandiantv.cn/douyu1.php?id=9292492
华语经典✔原,http://maomao.kandiantv.cn/douyu1.php?id=434971
欧美大片✔原,http://maomao.kandiantv.cn/douyu1.php?id=2793084
贝爷影厅✔原,http://maomao.kandiantv.cn/douyu1.php?id=252802
平泉影院频道,https://jwliveqxzb.hebyun.com.cn/pqys/pqys.m3u8
新昌休闲影院,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8

睛彩-NEWTV,#genre#
北京淘baby,https://epg.pw/stream/3d3aeed48cadfc64ea05a4c1fe129f334ef0a697746cca2f5422570d65905e1e.ctv
北京淘剧场,https://epg.pw/stream/b3d9170b02fd38cbcdcba5ec5ee0e0ac7f3039edaf0466ba253d64ff7a67121e.ctv
北京淘娱乐,https://epg.pw/stream/54040a8279718baeeda7dd5b56f2c29c398b35dc4bdd50ab89b0d26bc5d0013f.ctv
北京淘电影,https://epg.pw/stream/f0c3813abc40c510795f81312cadcfd40b44d9c5c789a8306e8dc1e36824e597.ctv
北京淘精彩,https://epg.pw/stream/6c4a95bb621502278f77924692a5714d0a518fc4abe3ca2a2a729ee225198e43.ctv
北京萌宠tv,https://epg.pw/stream/b5a90c55461a29080d1d4be1473be9461be42399907bfe381b8b67e30ce5f698.ctv
睛彩广场舞,https://epg.pw/stream/ed22a04ac23065668e16cf77817505c95d01ab75ecfb591447e9fb0d28c31709.ctv
睛彩竞技,https://epg.pw/stream/549e84cd163f93b4a2679a28e499b3642e2adb15654a7666f7496af8ec0c7400.ctv
睛彩篮球,https://epg.pw/stream/92b0e81d226e306781d0e6576b03599ff19a5500950b464cd412f019e41bb820.ctv
睛彩少年,https://epg.pw/stream/b5f948a78522fd0d662076790a6c1fa9dd1cbabae5d3d5ef52f468072326c43a.ctv
NewTV超级综艺,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV超级体育,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级电视剧,http://[2409:8087:1a0b:df::4017]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/index.m3u8
NewTV欢乐剧场,http://[2409:8087:1a01:df::4064]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV精品萌宠,http://[2409:8087:1a0b:df::400c]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV家庭剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010074/index.m3u8
NewTV惊悚悬疑,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010077/index.m3u8
NewTV精品大剧,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010072/index.m3u8
NewTV精品纪录,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV中国功夫,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010087/index.m3u8
NewTV军事评论,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV军旅剧场,http://[2409:8087:1a0b:df::4018]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV古装剧场,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010004/index.m3u8
NewTV怡伴健康,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
NewTV潮妈辣婆,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010005/index.m3u8
NewTV炫舞未来,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010039/index.m3u8
NewTV精品体育,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010078/index.m3u8
NewTV金牌综艺,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010086/index.m3u8
NewTV农业致富,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV明星大片,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV武搏世界,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010135/index.m3u8
NewTV爱情喜剧,http://[2409:8087:1a01:df::405f]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV海外剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV精品综合,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010084/index.m3u8

体育-纪实,#genre#
IHOT爱体育,https://epg.pw/stream/7e8bd46ec7e304d6a7de3d46047d5190807b488c4d2fa4404a31134080f52a38.m3u8
纬来体育,http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
CCTV-5 体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5+ 体育赛事,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225507/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]:80/PLTV/88888888/224/3221225893/index.m3u8
广东体育,https://epg.pw/stream/400d513c00980f7c4ababbd199234dc049cfdab4531b0da0f0fa0de0d63602d3.m3u8
劲爆体育,https://tv.iill.top/migu/jbty
五星体育,https://epg.pw/stream/4ef66089dbf5be44fbd9ce48d16aa33ea8182fa8c54cbf5b0b57617fb2a0f114.m3u8
魅力足球,https://epg.pw/stream/100f8d10fb39d11544e9f834c30dd5a57e92915f801d8e9bf50bf0f01345bef7.ctv
超级体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
精品体育,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
求索动物,https://epg.pw/stream/be1340af2f2ad4ed21deaa95825ea7b5e43eb25ad3eccd490d5d38e3836d3122.m3u8
求索生活,https://epg.pw/stream/16ac2585b1f12ee4588f93e07b33e045ff6848ed1c84aaaed6674e011c901d98.m3u8
求索科学,https://epg.pw/stream/91cdb40054d83166e1459f42309b20ed3bfb38a1baae3c660a7af92ad75a8805.m3u8
求索纪录,https://epg.pw/stream/ca7a2161e32c51b69025f99041dfccd2cb16223b2bbadf6f96874dd83a8fd210.m3u8
文化精品,http://222.223.118.222:2180/live/whjp/index.m3u8
CCTV-09 纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV世界地理,https://epg.pw/stream/dd2eccf3e289f0df09171cc459504711ce326d484efac37f5434edb093079817.m3u8
CCTV兵器科技,https://epg.pw/stream/bfc28f8ca6361787c457e82bbbf7a66ecc1b68099a1288ecc21e962c022d93bd.m3u8
CCTV精品纪录,https://epg.pw/stream/fe3a205d934b2b27c4115d4de9ec78b2ef279ffcc50267d7e965af0eed80a16f.m3u8
纪实人文,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8
纪实科教,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
金鹰纪实,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000482/index.m3u8?IAS
茶频道,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN638729d8aca53/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUSBx06ZL9Bo6JOM%2BSTjxZRIdUCZxTtaM%2Bza0L7mJjkPMmnEhAf%2Bi68sKjzRCbPoTU0E%2B6Pia2CkRtxgPs8Tmw7I
